File,sentId,Sentence,SentenceParse,eId,eiId,eText,Normalization,FactValues,PragValues,TrainTest
AP900816-0139.tml,35,That could include firing across the bow to halt a ship.,(S (NP (DT That)) (VP (MD could) (VP (VB include) (NP (NN firing)) (PP (IN across) (NP (DT the) (NN bow) (S (VP (TO to) (VP (VB halt) (NP (DT a) (NN ship))))))))) (. .)),e255,ei1644,firing,there will be firing,AUTHOR:ps_plus,ct_minus:0|ct_plus:1|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:7|uu:2,train
AP900816-0139.tml,36,"In the air, U.S. Air Force fliers say they have engaged in ``a little cat and mouse\'\' with Iraqi warplanes, which have retreated when weapons radar locks onto them.","(S (PP (IN In) (NP (DT the) (NN air))) (, ,) (NP (NNP U.S.) (NNP Air) (NNP Force) (NNS fliers)) (VP (VBP say) (SBAR (S (NP (PRP they)) (VP (VBP have) (VP (VBN engaged) (PP (IN in) (NP (NP (`` ``) (NP (DT a) (JJ little) (NN cat) (CC and) (NN mouse) ('' ')) ('' ') (PP (IN with) (NP (JJ Iraqi) (NNS warplanes)))) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBP have) (VP (VBN retreated) (SBAR (WHADVP (WRB when)) (S (NP (NNS weapons) (NN radar)) (VP (VBZ locks) (PP (IN onto) (NP (PRP them))))))))))))))))) (. .))",e103,ei1647,engaged,U.S. Air Force fliers have engaged in ``a little cat and mouse'' with Iraqi warplanes,fliers_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:9|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:1|uu:0,train
AP900816-0139.tml,36,"In the air, U.S. Air Force fliers say they have engaged in ``a little cat and mouse\'\' with Iraqi warplanes, which have retreated when weapons radar locks onto them.","(S (PP (IN In) (NP (DT the) (NN air))) (, ,) (NP (NNP U.S.) (NNP Air) (NNP Force) (NNS fliers)) (VP (VBP say) (SBAR (S (NP (PRP they)) (VP (VBP have) (VP (VBN engaged) (PP (IN in) (NP (NP (`` ``) (NP (DT a) (JJ little) (NN cat) (CC and) (NN mouse) ('' ')) ('' ') (PP (IN with) (NP (JJ Iraqi) (NNS warplanes)))) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBP have) (VP (VBN retreated) (SBAR (WHADVP (WRB when)) (S (NP (NNS weapons) (NN radar)) (VP (VBZ locks) (PP (IN onto) (NP (PRP them))))))))))))))))) (. .))",e104,ei1648,retreated,Iraqi warplanes retreated when weapons radar locks onto them,fliers_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:9|pr_minus:1|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
AP900816-0139.tml,37,"``They do n\'t want to play with us,\'\' one U.S. crew chief said.","(S (`` ``) (S (NP (PRP They)) (VP (VBP do) (SBAR (S (NP (NP (NN n) (POS ')) (NN t)) (VP (VBP want) (S (VP (TO to) (VP (VB play) (PP (IN with) (NP (PRP us))))))))))) (, ,) ('' ') ('' ') (NP (CD one) (NNP U.S.) (NN crew) (NN chief)) (VP (VBD said)) (. .))",e107,ei1650,want,they want to play,chief_AUTHOR:ct_minus|AUTHOR:uu,ct_minus:9|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:1,train
AP900816-0139.tml,39,"He declined to say if the weapons included missiles, but the Iraqis have them in their arsenal.","(S (S (NP (PRP He)) (VP (VBD declined) (S (VP (TO to) (VP (VB say) (SBAR (IN if) (S (NP (DT the) (NNS weapons)) (VP (VBD included) (NP (NNS missiles)))))))))) (, ,) (CC but) (S (NP (DT the) (NNPS Iraqis)) (VP (VBP have) (NP (PRP them)) (PP (IN in) (NP (PRP$ their) (NN arsenal))))) (. .))",e115,ei1656,say,he said if the weapons included missiles,AUTHOR:ct_minus,ct_minus:8|ct_plus:0|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:0|uu:1,train
AP900816-0139.tml,59,There was no decision on a meeting.,(S (NP (EX There)) (VP (VBD was) (NP (NP (DT no) (NN decision)) (PP (IN on) (NP (DT a) (NN meeting))))) (. .)),e171,ei1709,decision,there was a decision,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
AP900816-0139.tml,66,"There was no independent confirmation of the report by the government-run news agency, which did not say when the reported attempt occurred.","(S (NP (EX There)) (VP (VBD was) (NP (NP (DT no) (JJ independent) (NN confirmation)) (PP (IN of) (NP (DT the) (NN report)))) (PP (IN by) (NP (NP (DT the) (JJ government-run) (NN news) (NN agency)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD did) (RB not) (VP (VB say) (SBAR (WHADVP (WRB when)) (S (NP (DT the) (VBN reported) (NN attempt)) (VP (VBD occurred))))))))))) (. .))",e195,ei1736,say,the government-run news agency said when the reported attempt occurred,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
AP900816-0139.tml,66,"There was no independent confirmation of the report by the government-run news agency, which did not say when the reported attempt occurred.","(S (NP (EX There)) (VP (VBD was) (NP (NP (DT no) (JJ independent) (NN confirmation)) (PP (IN of) (NP (DT the) (NN report)))) (PP (IN by) (NP (NP (DT the) (JJ government-run) (NN news) (NN agency)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD did) (RB not) (VP (VB say) (SBAR (WHADVP (WRB when)) (S (NP (DT the) (VBN reported) (NN attempt)) (VP (VBD occurred))))))))))) (. .))",e194,ei1733,confirmation,there was an independent confirmation of the report by the government-run news agency,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
APW19980213.1320.tml,5,"This move comes barely a month after Qantas suspended a number of services between Australia, Indonesia, Thailand and Malaysia in the wake of the Asian economic crisis.","(S (NP (DT This) (NN move)) (VP (VBZ comes) (ADVP (RB barely)) (NP-TMP (DT a) (NN month)) (SBAR (IN after) (S (NP (NNP Qantas)) (VP (VBD suspended) (NP (NP (DT a) (NN number)) (PP (IN of) (NP (NP (NNS services)) (PP (IN between) (NP (NNP Australia) (, ,) (NNP Indonesia) (, ,) (NNP Thailand) (CC and) (NNP Malaysia)))))) (PP (IN in) (NP (NP (DT the) (NN wake)) (PP (IN of) (NP (DT the) (JJ Asian) (JJ economic) (NN crisis))))))))) (. .))",e29,ei327,services,"there is a number of services</strong> between Australia, Indonesia, Thailand and Malaysia",AUTHOR:ct_minus,ct_minus:2|ct_plus:2|pr_minus:1|pr_plus:0|ps_minus:0|ps_plus:0|uu:5,train
APW19980213.1320.tml,6,The airline has also cut all flights to South Korea.,(S (NP (DT The) (NN airline)) (VP (VBZ has) (ADVP (RB also)) (VP (VBN cut) (NP (DT all) (NNS flights)) (PP (TO to) (NP (NNP South) (NNP Korea))))) (. .)),e31,ei330,flights,there are flights to South Korea,AUTHOR:ct_minus,ct_minus:7|ct_plus:1|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:1|uu:0,train
APW19980213.1380.tml,7,"His kidnappers demanded a ransom of dlrs 1 million, but negotiations broke off at noon Thursday.","(S (S (NP (PRP$ His) (NNS kidnappers)) (VP (VBD demanded) (NP (NP (DT a) (NN ransom)) (PP (IN of) (NP (NP (NNS dlrs)) (QP (CD 1) (CD million))))))) (, ,) (CC but) (S (NP (NNS negotiations)) (VP (VBD broke) (PRT (RP off)) (PP (IN at) (NP (NP (NN noon)) (NP-TMP (NNP Thursday)))))) (. .))",e162,ei320,ransom,the kidnappaers got a ransom of dlrs 1 million,AUTHOR:ct_minus,ct_minus:4|ct_plus:0|pr_minus:1|pr_plus:0|ps_minus:1|ps_plus:0|uu:4,train
APW19980213.1380.tml,8,Police gave no details about the negotiations with the kidnappers for the return of Hernandez.,(S (NP (NNP Police)) (VP (VBD gave) (NP (DT no) (NNS details)) (PP (IN about) (NP (DT the) (NNS negotiations))) (PP (IN with) (NP (NP (DT the) (NNS kidnappers)) (PP (IN for) (NP (NP (DT the) (NN return)) (PP (IN of) (NP (NNP Hernandez)))))))) (. .)),e15,ei323,gave,police gave details,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
APW19980213.1380.tml,11,Puerto Rico Police Superintendent Pedro Toledo urged people who might be targeted by kidnappers to be alert.,(S (NP (NNP Puerto) (NNP Rico) (NNP Police) (NNP Superintendent) (NNP Pedro) (NNP Toledo)) (VP (VBD urged) (NP (NP (NNS people)) (SBAR (WHNP (WP who)) (S (VP (MD might) (VP (VB be) (VP (VBN targeted) (PP (IN by) (NP (NNS kidnappers))) (S (VP (TO to) (VP (VB be) (ADJP (JJ alert)))))))))))) (. .)),e23,ei332,targeted,people are targeted by kidnappers,AUTHOR:ps_plus,ct_minus:0|ct_plus:1|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:7|uu:2,train
APW19980213.1380.tml,13,"While some Latin American countries such as Mexico and Colombia have suffered from a rash of kidnappings in recent years, the crime has not been common in this U.S. commonwealth.","(S (SBAR (IN While) (S (NP (NP (DT some) (JJ Latin) (JJ American) (NNS countries)) (PP (JJ such) (IN as) (NP (NNP Mexico) (CC and) (NNP Colombia)))) (VP (VBP have) (VP (VBN suffered) (PP (IN from) (NP (NP (DT a) (NN rash)) (PP (IN of) (NP (NP (NNS kidnappings)) (PP (IN in) (NP (JJ recent) (NNS years))))))))))) (, ,) (NP (DT the) (NN crime)) (VP (VBZ has) (RB not) (VP (VBN been) (ADJP (JJ common)) (PP (IN in) (NP (DT this) (NNP U.S.) (NN commonwealth))))) (. .))",e54,ei340,common,kidnappings has been common in this U.S. commonwealth,AUTHOR:ct_minus,ct_minus:9|ct_plus:0|pr_minus:1|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
APW19980219.0476.tml,6,The top commander of a Cambodian resistance force said Thursday he has sent a team to recover the remains of a British mine removal expert kidnapped and presumed killed by Khmer Rouge guerrillas almost two years ago.,(S (NP (NP (DT The) (JJ top) (NN commander)) (PP (IN of) (NP (DT a) (JJ Cambodian) (NN resistance) (NN force)))) (VP (VBD said) (NP-TMP (NNP Thursday)) (SBAR (S (NP (PRP he)) (VP (VBZ has) (VP (VBN sent) (NP (DT a) (NN team) (S (VP (TO to) (VP (VB recover) (NP (NP (DT the) (NNS remains)) (PP (IN of) (NP (NP (DT a) (JJ British) (NN mine) (NN removal) (NN expert)) (VP (VBN kidnapped) (CC and) (VBN presumed) (S (VP (VBN killed) (PP (IN by) (NP (NNP Khmer) (NNP Rouge) (NNS guerrillas)) (ADVP (NP (RB almost) (CD two) (NNS years)) (RB ago)))))))))))))))))) (. .)),e7,ei2460,killed,a British mine removal expert got killed by Khmer Rouge guerrillas almost two years ago,commander_AUTHOR:pr_plus|AUTHOR:pr_plus,ct_minus:0|ct_plus:3|pr_minus:0|pr_plus:5|ps_minus:0|ps_plus:1|uu:1,train
APW19980219.0476.tml,15,``We will continue to do everything we can to establish what has happened.\'\,(S (`` ``) (NP (PRP We)) (VP (MD will) (VP (VB continue) (S (VP (TO to) (VP (VB do) (NP (NP (NN everything)) (SBAR (S (NP (PRP we)) (VP (MD can) (S (VP (TO to) (VP (VB establish) (SBAR (WHNP (WP what)) (S (VP (VBZ has) (VP (VBN happened))))))))))))))))) (. .) ('' ')),e42,ei2489,continue,the speaker and his people will continue to do everything they can,DUMMY_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:7|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:2|uu:0,train
APW19980219.0476.tml,19,"If and when the remains are found, he said, they would be turned over to the British Embassy, apparently meaning they would be sent across the border into Thailand and onward to Bangkok.","(S (S (SBAR (IN If) (CC and) (WHADVP (WRB when)) (S (NP (DT the) (NNS remains)) (VP (VBP are) (VP (VBN found))))) (, ,) (NP (PRP he)) (VP (VBD said))) (, ,) (NP (PRP they)) (VP (MD would) (VP (VB be) (VP (VBN turned) (PP (IN over) (PP (TO to) (NP (DT the) (NNP British) (NNP Embassy)))) (, ,) (S (ADVP (RB apparently)) (VP (VBG meaning) (SBAR (S (NP (PRP they)) (VP (MD would) (VP (VB be) (VP (VP (VBN sent) (PP (IN across) (NP (DT the) (NN border))) (PP (IN into) (NP (NNP Thailand)))) (CC and) (VP (VBN onward) (PP (TO to) (NP (NNP Bangkok)))))))))))))) (. .))",e83,ei2513,sent,the remains will be sent across the border into Thailand and onward to Bangkok,AUTHOR:pr_plus,ct_minus:0|ct_plus:4|pr_minus:0|pr_plus:4|ps_minus:0|ps_plus:2|uu:0,train
APW19980227.0468.tml,5,"The mayor of Moscow has allocated funds to help build a museum in honor of Mikhail Kalashnikov, the Russian who gave his name to the world\'s most widely wielded weapon, according to a news agency report Friday.","(S (NP (NP (DT The) (NN mayor)) (PP (IN of) (NP (NNP Moscow)))) (VP (VBZ has) (VP (VBN allocated) (NP (NNS funds)) (S (VP (TO to) (VP (VB help) (S (VP (VB build) (NP (DT a) (NN museum)) (PP (IN in) (NP (NP (NN honor)) (PP (IN of) (NP (NNP Mikhail) (NNP Kalashnikov))))) (, ,) (NP (NP (DT the) (NNP Russian)) (SBAR (WHNP (WP who)) (S (VP (VBD gave) (NP (PRP$ his) (NN name)) (PP (TO to) (NP (NP (DT the) (NN world) (POS 's)) (ADJP (RBS most) (RB widely) (JJ wielded)) (NN weapon))) (, ,) (PP (VBG according) (PP (TO to) (NP (DT a) (NN news) (NN agency) (NN report)))))))))) (NP-TMP (NNP Friday))))))) (. .))",e1,ei104,allocated,the mayor of Moscow allocated funds to help build a museum in honor of Mikhail Kalashnikov,report_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
APW19980227.0476.tml,6,The World Court Friday rejected U.S. and British objections to a Libyan World Court case that has blocked the trial of two Libyans suspected of blowing up a Pan Am jumbo jet over Scotland in 1988.,(S (NP (DT The) (NNP World) (NNP Court) (NNP Friday)) (VP (VBD rejected) (NP (UCP (NNP U.S.) (CC and) (JJ British)) (NNS objections)) (PP (TO to) (NP (NP (DT a) (JJ Libyan) (NNP World) (NNP Court) (NN case)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (VP (VBN blocked) (NP (NP (DT the) (NN trial)) (PP (IN of) (NP (NP (CD two) (NNPS Libyans)) (VP (VBN suspected) (PP (IN of) (S (VP (VBG blowing) (PRT (RP up)) (NP (NP (DT a) (NNP Pan) (NNP Am) (JJ jumbo) (NN jet)) (PP (IN over) (NP (NP (NNP Scotland)) (PP (IN in) (NP (CD 1988)))))))))))))))))))) (. .)),e1997,ei2094,trial,the trial of the two Libyans suspected of blowing up a Pan Am jumbo jet over Scotland in 1988 happened,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
APW19980227.0476.tml,6,The World Court Friday rejected U.S. and British objections to a Libyan World Court case that has blocked the trial of two Libyans suspected of blowing up a Pan Am jumbo jet over Scotland in 1988.,(S (NP (DT The) (NNP World) (NNP Court) (NNP Friday)) (VP (VBD rejected) (NP (UCP (NNP U.S.) (CC and) (JJ British)) (NNS objections)) (PP (TO to) (NP (NP (DT a) (JJ Libyan) (NNP World) (NNP Court) (NN case)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (VP (VBN blocked) (NP (NP (DT the) (NN trial)) (PP (IN of) (NP (NP (CD two) (NNPS Libyans)) (VP (VBN suspected) (PP (IN of) (S (VP (VBG blowing) (PRT (RP up)) (NP (NP (DT a) (NNP Pan) (NNP Am) (JJ jumbo) (NN jet)) (PP (IN over) (NP (NP (NNP Scotland)) (PP (IN in) (NP (CD 1988)))))))))))))))))))) (. .)),e4,ei2096,blowing,the two Libyans blew up a Pan Am jumbo jet over Scotland in 1988,GEN_AUTHOR:pr_plus|AUTHOR:pr_plus,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:6|ps_minus:0|ps_plus:3|uu:1,train
APW19980227.0476.tml,7,"Libya, which brought the case to the United Nations\' highest judicial body in its dispute with the United States and Britain, hailed the ruling and said it would press anew for a trial in a third neutral country.","(S (NP (NP (NNP Libya)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD brought) (NP (DT the) (NN case)) (PP (TO to) (NP (NP (NP (DT the) (NNP United) (NNPS Nations) (POS ')) (JJS highest) (JJ judicial) (NN body)) (PP (IN in) (NP (PRP$ its) (NN dispute))))) (PP (IN with) (NP (DT the) (NNP United) (NNPS States) (CC and) (NNP Britain)))))) (, ,)) (VP (VP (VBD hailed) (NP (DT the) (NN ruling))) (CC and) (VP (VBD said) (SBAR (S (NP (PRP it)) (VP (MD would) (VP (VB press) (ADVP (RB anew)) (PP (IN for) (NP (NP (DT a) (NN trial)) (PP (IN in) (NP (DT a) (JJ third) (JJ neutral) (NN country))))))))))) (. .))",e10,ei2102,press,it will press anew for a trial in a third neutral country,Libya_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:5|pr_minus:0|pr_plus:5|ps_minus:0|ps_plus:0|uu:0,train
APW19980227.0487.tml,11,Har-Shefi said she heard Amir talk about killing Rabin but did not tell the police because she did not believe he was serious.,(S (NP (NNP Har-Shefi)) (VP (VBD said) (SBAR (S (NP (PRP she)) (VP (VP (VBD heard) (NP (NNP Amir) (NN talk)) (PP (IN about) (S (VP (VBG killing) (NP (NNP Rabin)))))) (CC but) (VP (VBD did) (RB not) (VP (VB tell) (NP (DT the) (NN police)) (SBAR (IN because) (S (NP (PRP she)) (VP (VBD did) (RB not) (VP (VB believe) (SBAR (S (NP (PRP he)) (VP (VBD was) (ADJP (JJ serious))))))))))))))) (. .)),e44,ei426,serious,Amir was serious,she=Har-Shefi_AUTHOR:ct_minus|AUTHOR:uu,ct_minus:0|ct_plus:0|pr_minus:2|pr_plus:0|ps_minus:1|ps_plus:0|uu:7,train
APW19980227.0489.tml,8,The panel also will look at the exodus of about 2 million Rwanda Hutus to neighboring countries where they lived in U.N.-run refugee camps for 2 1/2 years.,(S (NP (DT The) (NN panel)) (ADVP (RB also)) (VP (MD will) (VP (VB look) (PP (IN at) (NP (NP (DT the) (NN exodus)) (PP (IN of) (NP (QP (RB about) (CD 2) (CD million)))))) (NP (NP (NNP Rwanda) (NNP Hutus)) (PP (TO to) (NP (JJ neighboring) (NNS countries))) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (VBD lived) (PP (IN in) (NP (JJ U.N.-run) (NN refugee) (NNS camps))) (PP (IN for) (NP (CD 2Ê1\/2) (NNS years))))))))) (. .)),e19,ei2071,look,the panel also will look at the exodus,AUTHOR:ct_plus,ct_minus:0|ct_plus:7|pr_minus:0|pr_plus:3|ps_minus:0|ps_plus:0|uu:0,train
APW19980227.0494.tml,5,"Presidents Leonid Kuchma of Ukraine and Boris Yeltsin of Russia signed an economic cooperation plan Friday, and Yeltsin claimed they resolved even more nagging problems.","(S (S (NP (NP (NNP Presidents) (NNP Leonid) (NNP Kuchma)) (PP (IN of) (NP (NP (NNP Ukraine) (CC and) (NNP Boris) (NNP Yeltsin)) (PP (IN of) (NP (NNP Russia)))))) (VP (VBD signed) (NP (DT an) (JJ economic) (NN cooperation) (NN plan)) (NP-TMP (NNP Friday)))) (, ,) (CC and) (S (NP (NNP Yeltsin)) (VP (VBD claimed) (SBAR (S (NP (PRP they)) (VP (VBD resolved) (NP (ADJP (RB even) (JJR more)) (VBG nagging) (NNS problems))))))) (. .))",e3,ei2308,resolved,Presidents Leonid Kuchma and Boris Yeltsin resolved even more nagging problems,Yeltsin_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:4|pr_minus:0|pr_plus:3|ps_minus:0|ps_plus:3|uu:0,train
APW19980227.0494.tml,16,"In their joint statement issued after the talks, Yeltsin and Kuchma called for the fastest possible ratification of the treaty, saying it would create a ``strong legal foundation\'\' for bilateral ties and help stability in Europe.","(S (PP (IN In) (NP (NP (PRP$ their) (JJ joint) (NN statement)) (VP (VBN issued) (PP (IN after) (NP (DT the) (NNS talks)))))) (, ,) (NP (NNP Yeltsin) (CC and) (NNP Kuchma)) (VP (VBD called) (PP (IN for) (NP (NP (DT the) (ADJP (JJS fastest) (JJ possible)) (NN ratification)) (PP (IN of) (NP (DT the) (NN treaty))))) (, ,) (S (VP (VBG saying) (SBAR (S (NP (PRP it)) (VP (MD would) (VP (VP (VB create) (NP (NP (DT a) (`` ``) (JJ strong) (JJ legal) (NN foundation) ('' ')) ('' ') (PP (IN for) (NP (JJ bilateral) (NNS ties))))) (CC and) (VP (VB help) (NP (NN stability)) (PP (IN in) (NP (NNP Europe))))))))))) (. .))",e61,ei2338,saying,"Yeltsin and Kuchma said it would create a ``strong legal foundation""",AUTHOR:ct_plus,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
APW19980227.0494.tml,24,"A major goal of Kuchma\'s four-day state visit was the signing of a 10-year economic program aimed at doubling the two nations\' trade turnover, which fell to dlrs 14 billion last year, down dlrs 2.5 billion from 1996.","(S (NP (NP (DT A) (JJ major) (NN goal)) (PP (IN of) (NP (NP (NNP Kuchma) (POS 's)) (JJ four-day) (NN state) (NN visit)))) (VP (VBD was) (NP (NP (DT the) (NN signing)) (PP (IN of) (NP (NP (DT a) (JJ 10-year) (JJ economic) (NN program)) (VP (VBN aimed) (PP (IN at) (S (VP (VBG doubling) (SBAR (S (NP (NP (NP (DT the) (CD two) (NNS nations) (POS ')) (NN trade) (NN turnover)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD fell) (S (VP (TO to) (VP (VB dlrs) (NP (QP (CD 14) (CD billion))) (NP-TMP (JJ last) (NN year)))))))) (, ,)) (ADVP (RB down)) (VP (VBZ dlrs) (NP (NP (QP (CD 2.5) (CD billion))) (PP (IN from) (NP (CD 1996))))))))))))))) (. .))",e101,ei2362,doubling,a 10-year economic program will double the two nations' trade turnover,AUTHOR:uu,ct_minus:0|ct_plus:2|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:7|uu:0,train
APW19980227.0494.tml,25,"The two presidents on Friday signed the plan, which calls for cooperation in the metallurgy, fuel, energy, aircraft building, missile, space and chemical industries.","(S (NP (NP (DT The) (CD two) (NNS presidents)) (PP (IN on) (NP (NNP Friday)))) (VP (VBD signed) (NP (NP (DT the) (NN plan)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ calls) (PP (IN for) (NP (NP (NN cooperation)) (PP (IN in) (NP (DT the) (NN metallurgy) (, ,) (NN fuel) (, ,) (NN energy) (, ,) (NN aircraft) (NN building) (, ,) (NN missile) (, ,) (NN space) (CC and) (NN chemical) (NNS industries)))))))))) (. .))",e107,ei2366,cooperation,"there will be cooperation in the metallurgy, fuel, energy, aircraft building, missile, space and chemical industries",AUTHOR:uu,ct_minus:0|ct_plus:4|pr_minus:0|pr_plus:2|ps_minus:0|ps_plus:2|uu:2,train
